origin,tipo,adr
Portugal,work,120.6
Portugal,work+rest,176.64
International,work+rest,179.86
Portugal,work+rest,187.0
International,rest,134.0
International,rest,239.5
International,work,153.0
International,work,166.0
Portugal,work,186.25
International,work,192.0
International,work+rest,120.6
International,work+rest,220.4
Portugal,work+rest,241.0
Portugal,work+rest,241.0
Portugal,work,211.0
Portugal,work+rest,134.0
Portugal,work+rest,241.0
International,rest,8.0
Portugal,rest,196.0
Portugal,rest,198.0
Portugal,work,158.5
International,work,200.0
International,work,107.0
International,work+rest,163.23
Portugal,work+rest,222.07
Portugal,work+rest,229.0
Portugal,work+rest,133.0
International,rest,164.0
Portugal,work+rest,176.8
International,work,134.0
International,work,163.35
International,work,171.9
International,work,171.9
Portugal,work,213.5
Portugal,work+rest,125.0
Portugal,work+rest,178.33
Portugal,work+rest,176.75
International,work+rest,123.0
International,work+rest,134.0
International,work+rest,146.0
Portugal,work+rest,192.0
International,work+rest,183.0
Portugal,work+rest,236.0
Portugal,work+rest,191.0
International,work+rest,178.33
International,work+rest,248.0
International,work+rest,188.71
Portugal,work+rest,123.04
International,work+rest,260.71
International,work+rest,222.0
International,work+rest,174.71
Portugal,rest,118.7
International,rest,116.85
International,rest,129.55
Portugal,work,172.0
Portugal,work,172.0
Portugal,work,164.0
Portugal,work+rest,179.83
Portugal,work+rest,172.0
Portugal,work+rest,160.43
Portugal,work+rest,149.0
Portugal,work+rest,134.0
Portugal,work+rest,146.3
International,work+rest,161.26
Portugal,work+rest,195.45
Portugal,work+rest,133.0
Portugal,work+rest,186.25
Portugal,work+rest,162.29
Portugal,work+rest,221.43
Portugal,work+rest,177.57
Portugal,work+rest,133.0
Portugal,work+rest,178.0
Portugal,work+rest,146.3
Portugal,rest,218.5
Portugal,rest,151.89
Portugal,rest,148.3
Portugal,work+rest,96.3
Portugal,work+rest,166.0
Portugal,work+rest,96.3
Portugal,work+rest,149.0
Portugal,work+rest,151.95
Portugal,work+rest,191.67
Portugal,work+rest,211.0
International,work+rest,149.4
International,work+rest,201.0
Portugal,work+rest,211.0
Portugal,work+rest,259.0
Portugal,work+rest,164.4
Portugal,work+rest,134.0
International,work+rest,134.0
Portugal,work+rest,229.0
Portugal,work+rest,199.0
International,work+rest,112.5
Portugal,work+rest,194.0
Portugal,work+rest,149.4
International,work+rest,155.77
Portugal,work+rest,131.7
Portugal,work+rest,174.71
International,work+rest,101.65
Portugal,work+rest,206.0
Portugal,work+rest,134.0
Portugal,work+rest,201.5
Portugal,work+rest,134.0
Portugal,rest,138.79
Portugal,rest,122.0
International,rest,113.47
Portugal,weekend,99.5
Portugal,weekend,153.0
Portugal,weekend,233.0
Portugal,weekend,153.0
Portugal,work+rest,192.0
International,work+rest,132.6
Portugal,work+rest,171.9
Portugal,work+rest,154.0
Portugal,work+rest,172.0
Portugal,work+rest,191.0
Portugal,work+rest,148.25
International,work+rest,164.0
Portugal,work+rest,231.6
Portugal,work+rest,261.4
Portugal,work+rest,199.4
Portugal,work+rest,209.6
Portugal,work+rest,199.4
Portugal,work+rest,150.83
Portugal,rest,129.27
Portugal,rest,129.27
International,rest,133.76
Portugal,work+rest,197.7
Portugal,work+rest,196.0
International,work,164.0
Portugal,work,154.0
Portugal,work,219.33
Portugal,work,200.8
Portugal,work,130.2
Portugal,work+rest,189.67
Portugal,rest,186.13
Portugal,rest,158.38
Portugal,rest,166.0
Portugal,rest,149.0
International,rest,206.6
Portugal,work,120.6
Portugal,work,112.5
International,work,193.0
Portugal,work,96.3
Portugal,work,137.7
Portugal,work,112.0
International,work,116.85
Portugal,work,173.5
Portugal,work,173.5
Portugal,work,129.15
Portugal,work+rest,192.2
Portugal,rest,202.77
Portugal,rest,111.27
Portugal,work,211.0
Portugal,work,153.0
Portugal,work,154.0
International,work,134.0
Portugal,work,157.67
Portugal,work+rest,133.0
Portugal,work+rest,112.34
Portugal,work+rest,124.5
International,work+rest,107.0
Portugal,work+rest,133.0
Portugal,work+rest,191.0
Portugal,work+rest,172.6
International,work+rest,79.5
International,work+rest,120.27
Portugal,work+rest,118.29
International,work+rest,75.53
Portugal,work+rest,8.0
Portugal,work+rest,8.0
International,work+rest,90.39
International,work+rest,155.86
Portugal,work+rest,118.29
International,work,115.0
Portugal,work,110.7
Portugal,work,110.7
Portugal,work,120.38
Portugal,work,195.0
Portugal,work,120.6
International,work,176.0
Portugal,work,120.6
Portugal,work,112.05
Portugal,work,180.55
International,work,179.0
International,work,181.0
International,work+rest,122.0
Portugal,work+rest,195.0
Portugal,work+rest,184.0
Portugal,work+rest,152.0
Portugal,work+rest,127.67
Portugal,work+rest,127.67
Portugal,work+rest,114.13
International,work+rest,113.7
Portugal,work+rest,120.6
Portugal,work,165.0
Portugal,work,120.6
Portugal,work,164.0
International,work+rest,208.0
Portugal,work+rest,166.5
International,work+rest,101.16
Portugal,work+rest,130.6
Portugal,work+rest,145.0
Portugal,work+rest,158.0
International,work+rest,109.83
Portugal,work+rest,141.67
Portugal,work+rest,175.0
International,work+rest,98.63
International,work+rest,166.14
International,work+rest,150.71
Portugal,work+rest,97.74
Portugal,work+rest,189.86
International,work+rest,97.5
Portugal,rest,123.11
Portugal,work+rest,104.8
Portugal,work+rest,164.0
International,work+rest,134.0
Portugal,work+rest,146.0
International,work+rest,103.18
Portugal,work+rest,103.18
Portugal,work,164.0
Portugal,work+rest,142.5
Portugal,work+rest,77.5
Portugal,work+rest,135.2
Portugal,work+rest,149.0
Portugal,work+rest,140.4
Portugal,work+rest,112.0
Portugal,work+rest,173.25
Portugal,work+rest,121.5
Portugal,work+rest,122.86
Portugal,rest,130.9
Portugal,work+rest,146.0
Portugal,weekend,154.0
Portugal,weekend,103.5
Portugal,weekend,103.5
Portugal,work+rest,129.33
International,work+rest,115.2
International,work+rest,71.72
International,work+rest,106.8
International,work+rest,71.69
International,work+rest,136.2
International,work+rest,112.33
International,work+rest,112.33
Portugal,work+rest,157.67
Portugal,work+rest,165.0
Portugal,work+rest,113.43
Portugal,work+rest,161.29
Portugal,work+rest,167.86
International,work+rest,103.07
Portugal,work+rest,161.29
Portugal,rest,96.3
International,weekend,92.86
Portugal,work+rest,128.0
International,work+rest,115.2
International,work+rest,80.55
International,work+rest,120.33
International,work+rest,126.67
Portugal,work+rest,130.33
International,work+rest,75.46
Portugal,work+rest,96.33
Portugal,work+rest,117.83
International,work+rest,120.33
International,work+rest,98.0
Portugal,work+rest,155.5
Portugal,work+rest,122.6
Portugal,work+rest,105.5
Portugal,work+rest,101.44
Portugal,work+rest,160.0
Portugal,work+rest,120.5
International,work+rest,126.29
International,rest,87.75
International,rest,113.55
Portugal,work,123.0
Portugal,work,98.0
Portugal,work,151.0
International,work,134.67
Portugal,work,153.0
Portugal,work,137.67
Portugal,work,111.0
Portugal,work,123.0
Portugal,work,119.0
Portugal,work,155.0
Portugal,work,109.0
Portugal,work,158.0
Portugal,work,128.0
Portugal,work,113.0
Portugal,work,113.0
Portugal,work,93.12
Portugal,work,128.0
Portugal,work,93.12
Portugal,work+rest,110.7
International,work+rest,101.03
Portugal,work+rest,120.71
International,work+rest,82.72
Portugal,work+rest,131.0
Portugal,work+rest,120.71
International,work+rest,110.71
Portugal,rest,136.0
International,rest,186.0
International,rest,114.19
Portugal,rest,186.0
Portugal,rest,86.95
International,rest,113.0
International,rest,82.88
Portugal,work,134.0
Portugal,work,155.0
Portugal,work,146.0
Portugal,work,155.0
International,work,154.25
International,work+rest,71.69
International,work+rest,71.69
Portugal,work+rest,150.71
International,work+rest,57.0
Portugal,work+rest,153.0
Portugal,rest,153.0
International,work,131.4
Portugal,work,90.4
International,work,88.2
International,work,88.2
International,work,65.5
International,work,88.2
Portugal,work,211.0
International,work,80.0
International,work,88.2
Portugal,work,88.2
International,work,88.2
Portugal,work+rest,109.5
Portugal,work+rest,144.9
International,work+rest,79.5
Portugal,work+rest,124.5
International,work+rest,123.0
Portugal,rest,113.0
International,rest,123.0
Portugal,rest,166.0
International,rest,79.5
International,rest,79.5
International,work+rest,79.5
International,work+rest,91.46
Portugal,rest,153.0
International,rest,62.48
International,work,124.1
Portugal,work,117.9
International,work,143.0
International,work,131.0
International,work,128.0
International,work,167.0
Portugal,work,153.0
International,work,172.0
Portugal,work,123.0
Portugal,work,146.0
Portugal,work+rest,79.5
Portugal,work+rest,116.8
Portugal,work+rest,155.0
International,work+rest,79.5
International,work+rest,135.0
Portugal,work+rest,116.8
Portugal,work+rest,176.0
Portugal,work+rest,151.25
International,work+rest,168.0
International,work+rest,123.0
Portugal,rest,151.88
International,rest,153.0
International,rest,104.8
International,rest,183.0
Portugal,work+rest,120.0
International,work+rest,97.5
Portugal,work,143.5
Portugal,work+rest,163.0
Portugal,work+rest,123.0
Portugal,work+rest,171.0
Portugal,work+rest,171.0
Portugal,work+rest,143.0
International,work+rest,156.0
International,work+rest,139.5
Portugal,work+rest,113.0
Portugal,work+rest,154.14
International,work+rest,98.0
Portugal,work+rest,113.0
International,work+rest,107.5
International,work+rest,124.8
Portugal,work+rest,153.0
Portugal,work+rest,131.0
International,work+rest,111.5
International,work+rest,98.0
Portugal,work+rest,123.0
Portugal,rest,153.0
Portugal,rest,123.0
Portugal,rest,197.0
Portugal,rest,97.5
Portugal,rest,97.5
International,rest,87.75
International,rest,83.7
International,rest,91.77
Portugal,weekend,128.0
Portugal,weekend,98.0
Portugal,work+rest,71.69
International,work+rest,114.5
Portugal,weekend,149.0
Portugal,weekend,123.0
Portugal,work+rest,117.8
Portugal,work+rest,98.0
Portugal,work+rest,198.0
Portugal,work+rest,124.8
International,work+rest,98.0
Portugal,work+rest,89.0
International,work+rest,128.0
Portugal,work+rest,146.0
Portugal,work+rest,131.0
Portugal,work+rest,98.0
International,work+rest,161.0
International,work+rest,79.5
International,work+rest,126.29
International,work+rest,105.5
Portugal,work+rest,208.14
Portugal,work+rest,103.85
Portugal,work+rest,79.5
Portugal,work+rest,113.0
Portugal,work+rest,163.0
International,work+rest,107.5
International,work+rest,97.5
Portugal,package,113.0
International,rest,66.15
Portugal,work+rest,99.8
International,rest,111.96
International,rest,139.18
International,rest,83.15
International,work+rest,77.6
Portugal,work+rest,144.9
Portugal,work+rest,161.0
Portugal,work+rest,131.0
Portugal,work+rest,131.0
Portugal,work+rest,188.0
International,work+rest,64.29
Portugal,work+rest,98.0
Portugal,work+rest,123.0
Portugal,work+rest,117.29
Portugal,work+rest,98.0
Portugal,rest,75.96
International,rest,83.5
Portugal,work,131.0
Portugal,work,84.47
Portugal,work,84.47
Portugal,work,84.47
Portugal,work,156.0
Portugal,work,98.0
Portugal,work,117.9
Portugal,work,98.0
International,work+rest,101.53
International,work+rest,97.54
International,work+rest,91.5
International,rest,113.0
Portugal,rest,58.95
Portugal,work+rest,133.0
International,rest,76.5
Portugal,work,146.0
International,work,146.0
Portugal,work,80.0
International,work,68.5
Portugal,work,146.0
Portugal,work,124.8
International,work,131.0
Portugal,work,146.0
Portugal,work,134.0
Portugal,work,86.69
Portugal,work+rest,124.4
International,work+rest,65.7
International,work+rest,77.7
International,work+rest,59.0
International,work+rest,76.5
Portugal,rest,82.0
Portugal,rest,92.67
Portugal,rest,82.0
International,work+rest,115.4
International,work+rest,158.4
International,work,108.0
Portugal,work+rest,87.05
International,work+rest,70.98
Portugal,work+rest,119.7
Portugal,work+rest,73.8
Portugal,work+rest,87.05
Portugal,work+rest,87.05
International,work+rest,82.44
International,work+rest,153.0
International,work+rest,57.54
Portugal,work+rest,120.43
International,work,131.0
Portugal,work,75.46
Portugal,work,82.0
International,work,75.46
Portugal,work,208.0
International,work+rest,106.25
Portugal,work+rest,70.48
International,work+rest,85.0
International,work+rest,83.5
International,work+rest,48.88
International,work+rest,73.5
International,rest,101.5
Portugal,work+rest,133.0
Portugal,work+rest,87.05
International,rest,118.2
International,rest,66.15
International,rest,50.15
International,work,112.42
International,work,131.0
International,work,68.5
International,work,104.8
International,work,117.9
International,work,134.0
Portugal,work,113.0
International,work,138.5
International,work,146.0
Portugal,work,133.0
International,work+rest,153.0
International,work+rest,131.0
Portugal,work+rest,135.0
International,work+rest,111.2
International,work+rest,57.5
Portugal,work+rest,58.95
International,work+rest,77.11
Portugal,work+rest,97.99
International,rest,51.75
Portugal,work,89.0
Portugal,work,153.0
International,work+rest,141.5
Portugal,work+rest,36.0
Portugal,work+rest,59.13
International,work+rest,66.6
Portugal,work+rest,129.0
Portugal,work+rest,82.0
International,work+rest,58.05
Portugal,work+rest,95.86
International,work+rest,68.45
International,work+rest,131.14
International,rest,72.25
International,work+rest,53.1
International,weekend,123.0
Portugal,weekend,110.7
Portugal,work+rest,73.8
International,work+rest,127.75
Portugal,work+rest,110.75
Portugal,work+rest,91.0
International,work+rest,122.75
Portugal,work+rest,91.0
Portugal,work+rest,132.6
Portugal,work+rest,124.0
Portugal,work+rest,138.6
Portugal,work+rest,107.0
International,work+rest,70.2
International,work+rest,66.15
International,work+rest,93.21
International,package,53.1
International,rest,53.1
Portugal,rest,105.0
International,rest,66.15
Portugal,rest,79.5
International,rest,73.5
International,work+rest,58.5
International,work+rest,132.0
Portugal,work+rest,120.0
Portugal,work+rest,73.5
Portugal,work+rest,212.83
Portugal,work+rest,120.08
Portugal,work+rest,77.2
Portugal,work+rest,160.8
International,work+rest,76.67
International,work+rest,100.5
Portugal,work+rest,89.0
International,package,95.0
International,rest,103.51
International,rest,82.0
International,work+rest,160.0
Portugal,work,146.0
Portugal,work,68.4
International,work,55.79
Portugal,work,103.8
International,work+rest,99.0
Portugal,work+rest,122.14
Portugal,work+rest,90.14
Portugal,work,103.8
International,rest,73.5
Portugal,rest,68.88
Portugal,rest,74.53
International,rest,71.66
International,work,74.0
International,work,74.0
International,work,66.6
International,work,8.0
International,work,62.0
Portugal,work,79.0
Portugal,work,65.0
International,work,58.5
Portugal,work,55.0
International,work,74.0
International,work,86.0
Portugal,work,129.0
Portugal,work,129.0
International,work,129.0
International,work,83.0
Portugal,work,74.0
Portugal,work,77.75
Portugal,work,74.0
International,work+rest,66.6
International,work,150.25
International,work+rest,92.0
International,work+rest,85.5
International,work+rest,71.2
Portugal,work+rest,81.5
International,work+rest,71.2
Portugal,rest,89.0
Portugal,work+rest,89.0
Portugal,work+rest,66.6
International,work,71.2
International,work,66.6
International,work,111.0
Portugal,work,106.2
Portugal,work,83.0
International,work+rest,65.0
International,work+rest,65.0
International,work+rest,65.0
International,work+rest,65.0
International,work+rest,65.0
International,work+rest,74.0
Portugal,work+rest,89.0
Portugal,work+rest,83.0
International,work+rest,65.0
International,work+rest,74.0
Portugal,work+rest,84.71
International,work+rest,59.2
Portugal,work+rest,114.0
International,work+rest,73.5
International,work+rest,109.71
International,work+rest,90.43
International,rest,80.63
International,rest,45.9
Portugal,work,120.0
Portugal,work,114.0
International,work+rest,81.6
