origin,adr
Portugal,74.53
International,71.66
International,74.0
International,74.0
International,66.6
International,8.0
International,62.0
Portugal,79.0
Portugal,65.0
International,58.5
Portugal,55.0
International,74.0
International,86.0
Portugal,129.0
Portugal,129.0
International,129.0
International,83.0
Portugal,74.0
Portugal,77.75
Portugal,74.0
International,66.6
International,150.25
International,92.0
International,85.5
International,71.2
Portugal,81.5
International,71.2
Portugal,89.0
Portugal,89.0
Portugal,66.6
International,71.2
International,66.6
International,111.0
Portugal,106.2
Portugal,83.0
International,65.0
International,65.0
International,65.0
International,65.0
International,65.0
International,74.0
Portugal,89.0
Portugal,83.0
International,65.0
International,74.0
Portugal,84.71
International,59.2
Portugal,114.0
International,73.5
International,109.71
International,90.43
International,80.63
International,45.9
Portugal,120.0
Portugal,114.0
International,81.6
Portugal,83.0
International,113.0
International,81.2
Portugal,59.2
Portugal,126.0
International,99.5
Portugal,99.0
International,73.5
International,85.0
Portugal,87.33
International,75.1
International,59.0
Portugal,122.0
International,120.0
Portugal,162.0
Portugal,83.0
International,152.0
Portugal,114.0
Portugal,127.0
International,69.83
International,102.93
International,65.1
International,96.26
International,124.74
Portugal,89.0
International,104.0
International,59.2
International,138.29
International,59.2
Portugal,125.71
Portugal,66.6
International,116.0
Portugal,95.4
International,100.93
Portugal,66.6
International,74.93
International,58.98
Portugal,66.6
International,58.93
Portugal,103.22
International,42.5
International,68.5
International,55.64
Portugal,26.0
Portugal,64.0
Portugal,64.0
Portugal,74.0
Portugal,26.0
Portugal,26.0
Portugal,90.0
Portugal,26.0
Portugal,99.0
Portugal,90.0
International,90.0
International,79.0
International,89.0
Portugal,72.0
Portugal,89.0
International,59.02
International,79.5
International,74.93
International,89.14
International,53.69
International,114.48
International,73.98
International,99.5
International,99.5
Portugal,59.2
International,65.64
International,89.0
Portugal,79.0
Portugal,74.0
Portugal,84.71
International,75.43
International,77.73
International,74.0
International,80.63
International,129.0
International,140.63
International,73.5
International,108.65
Portugal,75.65
International,108.85
Portugal,75.65
Portugal,75.65
International,114.0
International,56.98
International,74.8
Portugal,89.0
Portugal,114.0
International,87.86
International,130.5
International,64.0
Portugal,112.0
International,75.5
International,89.0
International,80.1
Portugal,97.2
International,76.3
Portugal,74.7
International,55.43
International,48.54
International,83.8
International,43.93
Portugal,129.0
Portugal,80.1
Portugal,80.0
Portugal,173.0
Portugal,80.0
International,89.0
International,108.5
International,136.5
Portugal,83.0
Portugal,96.5
International,142.5
Portugal,95.0
International,89.0
International,89.0
Portugal,109.0
Portugal,89.06
International,72.14
International,90.49
International,53.68
International,85.5
Portugal,89.06
Portugal,80.08
International,89.0
Portugal,114.0
Portugal,119.0
International,104.72
Portugal,73.35
Portugal,74.0
Portugal,79.0
Portugal,79.0
Portugal,94.0
International,116.0
International,82.8
International,73.5
Portugal,128.42
International,55.09
International,93.86
Portugal,69.13
International,122.0
International,88.4
International,94.5
Portugal,78.6
International,85.08
International,55.43
International,93.43
International,36.13
International,55.43
Portugal,66.29
International,90.74
Portugal,66.29
International,38.25
International,106.31
Portugal,74.2
International,93.2
International,83.67
International,42.23
International,68.53
International,86.1
Portugal,63.14
Portugal,74.6
International,60.5
Portugal,69.5
Portugal,55.44
International,44.5
Portugal,55.44
Portugal,55.44
Portugal,55.44
Portugal,99.5
Portugal,108.09
International,68.0
International,78.1
International,70.5
International,76.5
Portugal,66.8
International,39.24
Portugal,48.78
Portugal,62.0
Portugal,54.4
International,56.59
International,59.03
International,62.0
Portugal,148.12
International,44.5
Portugal,54.4
International,44.5
Portugal,81.45
International,81.75
Portugal,81.45
International,48.8
International,80.1
Portugal,106.0
Portugal,104.0
International,90.1
Portugal,55.5
International,58.5
International,58.5
International,73.0
International,55.8
International,58.5
International,58.5
International,73.0
International,73.0
Portugal,67.5
Portugal,13.0
Portugal,64.33
Portugal,79.83
Portugal,100.33
International,44.5
International,71.93
International,52.73
Portugal,58.57
International,48.0
International,62.43
Portugal,52.73
International,44.27
Portugal,58.57
International,54.4
International,120.0
Portugal,68.4
Portugal,118.5
International,87.0
International,48.3
International,93.0
International,65.0
International,56.0
International,65.0
International,66.0
International,86.0
Portugal,74.4
International,74.23
International,103.0
International,82.0
Portugal,77.0
International,69.93
International,43.93
International,57.43
International,36.74
International,63.08
International,47.0
Portugal,50.4
International,55.43
International,76.0
Portugal,56.0
International,78.0
Portugal,117.0
Portugal,106.0
International,47.0
International,56.0
International,106.0
International,44.5
International,77.0
International,50.4
International,44.5
International,59.4
International,55.43
Portugal,44.5
International,42.23
International,72.0
International,60.9
International,67.25
International,63.9
International,74.0
Portugal,36.05
Portugal,36.05
Portugal,36.05
Portugal,36.05
International,42.3
International,90.0
Portugal,67.0
Portugal,110.0
Portugal,36.05
Portugal,36.05
Portugal,58.0
Portugal,58.0
International,38.07
International,40.07
International,38.07
International,81.6
International,59.29
Portugal,38.07
International,40.07
International,59.4
Portugal,77.0
International,74.14
International,116.0
Portugal,86.0
Portugal,50.4
International,40.96
Portugal,44.8
International,93.43
International,47.33
International,83.05
International,87.43
International,68.16
Portugal,66.0
International,56.0
International,136.71
International,51.3
International,92.6
Portugal,47.0
International,56.0
International,56.0
Portugal,117.0
Portugal,122.0
International,63.66
International,68.43
International,60.4
International,78.2
International,44.5
International,44.5
International,44.5
International,44.5
International,44.5
International,44.5
International,44.5
International,44.5
International,44.5
International,44.5
International,44.5
International,44.5
International,41.25
International,40.05
Portugal,117.0
Portugal,107.43
International,57.67
International,63.47
International,60.3
International,61.5
International,88.0
Portugal,56.95
Portugal,67.0
International,54.5
Portugal,67.0
Portugal,54.72
International,83.6
International,73.0
Portugal,86.0
Portugal,86.0
Portugal,86.0
Portugal,86.0
International,65.45
Portugal,71.67
Portugal,37.0
Portugal,37.0
Portugal,37.0
Portugal,52.2
International,43.12
International,66.0
Portugal,106.0
Portugal,56.0
International,62.8
Portugal,87.0
International,96.67
International,118.0
International,98.4
International,43.3
Portugal,58.0
Portugal,58.0
Portugal,58.0
Portugal,58.0
Portugal,58.0
International,66.3
International,47.0
Portugal,67.0
Portugal,49.01
Portugal,64.29
International,47.0
International,41.6
International,55.43
International,48.74
International,55.43
Portugal,68.86
Portugal,67.0
International,68.43
Portugal,47.0
International,40.0
Portugal,67.0
Portugal,67.0
Portugal,47.0
Portugal,87.0
Portugal,67.5
International,73.67
Portugal,50.0
Portugal,50.0
International,73.66
Portugal,50.0
Portugal,56.0
Portugal,48.0
Portugal,45.0
Portugal,50.0
International,67.0
Portugal,71.0
Portugal,45.0
Portugal,50.0
Portugal,66.0
Portugal,45.0
Portugal,71.0
International,85.0
International,41.37
International,53.37
International,44.5
International,48.57
International,77.43
Portugal,123.56
International,62.47
Portugal,58.0
Portugal,48.0
Portugal,67.0
Portugal,56.0
Portugal,56.0
Portugal,42.0
Portugal,67.5
International,89.0
Portugal,50.0
Portugal,50.0
Portugal,56.0
International,92.0
International,92.0
International,92.0
International,92.0
International,92.0
International,92.0
International,43.12
International,92.0
International,92.0
International,104.67
International,113.33
Portugal,50.0
Portugal,50.0
International,67.0
International,72.8
International,92.0
International,92.0
International,92.0
International,92.0
International,92.0
International,92.0
International,92.0
International,92.0
International,92.0
International,92.0
International,92.0
International,92.0
International,92.0
International,54.02
International,63.33
International,83.33
International,92.0
International,92.0
International,92.0
International,43.12
International,78.8
International,55.73
International,44.5
International,92.0
International,92.0
International,92.0
International,92.0
Portugal,83.0
International,67.0
Portugal,77.0
International,71.5
International,70.4
International,73.68
International,82.0
Portugal,56.0
Portugal,45.0
Portugal,45.0
International,60.3
Portugal,67.5
International,61.5
International,107.5
International,101.5
International,76.35
Portugal,49.2
International,82.35
International,111.5
International,67.5
International,117.0
International,77.5
International,102.5
International,101.5
International,101.5
International,61.35
International,61.35
Portugal,49.2
International,90.0
Portugal,36.05
Portugal,36.05
Portugal,36.05
Portugal,36.05
Portugal,36.05
Portugal,36.05
Portugal,36.05
Portugal,36.05
Portugal,36.05
Portugal,36.05
Portugal,4.0
Portugal,36.05
Portugal,36.05
Portugal,36.05
Portugal,98.0
International,79.22
International,106.0
International,50.4
International,66.0
International,50.4
Portugal,46.5
Portugal,50.4
International,66.0
Portugal,56.0
Portugal,82.0
Portugal,50.4
Portugal,37.6
International,56.4
Portugal,67.0
International,56.4
Portugal,42.3
Portugal,50.4
International,56.0
Portugal,50.4
Portugal,42.3
International,56.52
International,58.24
International,69.85
Portugal,92.71
Portugal,48.0
Portugal,53.0
Portugal,48.0
Portugal,37.0
International,56.0
Portugal,48.0
International,61.28
International,79.0
International,74.28
Portugal,47.0
International,50.4
Portugal,56.0
International,8.0
Portugal,56.0
Portugal,47.0
Portugal,117.0
International,107.43
International,73.38
International,117.0
Portugal,37.6
International,42.3
Portugal,56.0
International,37.6
International,56.0
International,42.3
International,64.5
International,43.0
International,111.5
International,33.3
International,73.0
Portugal,44.5
International,44.5
International,98.4
International,70.0
International,75.0
Portugal,57.83
International,68.57
Portugal,67.0
Portugal,81.5
International,54.77
Portugal,45.56
International,59.4
International,108.0
Portugal,56.0
Portugal,56.0
Portugal,65.0
International,42.5
International,50.05
Portugal,86.5
International,67.92
International,43.93
Portugal,45.0
Portugal,55.14
International,38.25
International,55.0
International,81.34
Portugal,40.5
Portugal,40.5
Portugal,37.0
International,56.0
Portugal,37.0
Portugal,37.0
Portugal,68.4
Portugal,39.0
International,86.0
International,62.0
International,92.0
International,40.23
International,76.8
International,76.8
International,76.8
International,58.4
International,76.8
International,76.8
International,76.8
International,76.8
International,76.8
Portugal,56.0
International,76.8
International,76.8
International,76.8
International,76.8
International,76.8
International,76.8
International,76.8
International,76.8
International,76.8
International,57.0
International,76.8
International,76.8
Portugal,76.8
International,58.4
International,76.8
International,79.63
International,37.56
International,36.9
International,70.0
Portugal,62.0
International,67.56
International,56.0
International,56.0
Portugal,66.0
International,75.0
International,47.0
International,67.15
International,88.67
Portugal,95.0
International,113.33
International,36.0
International,54.4
International,36.0
Portugal,42.3
Portugal,37.0
Portugal,8.0
Portugal,95.0
International,70.0
International,70.0
Portugal,60.0
Portugal,34.65
International,56.0
Portugal,41.98
International,40.05
International,61.0
Portugal,66.0
Portugal,34.65
Portugal,45.55
Portugal,55.0
International,59.4
International,86.0
International,66.43
International,47.0
International,112.29
Portugal,55.0
International,70.0
Portugal,59.4
International,40.5
International,61.6
International,42.5
International,82.0
International,81.0
International,60.0
International,43.93
International,42.5
Portugal,36.0
International,60.0
Portugal,36.0
International,55.0
International,40.5
Portugal,50.4
International,40.5
International,55.0
International,36.0
International,55.0
International,55.0
International,81.5
International,56.4
International,42.5
International,55.43
International,70.31
International,104.67
International,76.0
International,76.0
International,76.0
Portugal,56.0
Portugal,66.0
International,82.0
Portugal,56.0
Portugal,77.0
International,50.4
Portugal,73.0
Portugal,72.0
Portugal,56.0
Portugal,56.0
International,56.0
Portugal,64.0
Portugal,66.0
Portugal,56.0
Portugal,70.0
International,34.65
International,58.0
International,34.65
International,44.5
International,44.5
International,38.92
International,119.43
Portugal,47.0
Portugal,56.0
International,56.0
Portugal,56.0
Portugal,47.0
Portugal,106.0
International,99.5
International,52.51
International,49.8
Portugal,73.0
International,96.0
International,47.0
Portugal,56.0
Portugal,106.0
International,66.3
Portugal,45.0
Portugal,39.0
Portugal,47.0
Portugal,47.0
Portugal,39.0
Portugal,39.0
Portugal,39.0
Portugal,47.0
Portugal,47.0
Portugal,47.0
Portugal,39.0
Portugal,39.0
Portugal,47.0
Portugal,47.0
Portugal,39.0
Portugal,39.0
Portugal,47.0
Portugal,47.0
Portugal,39.0
Portugal,39.0
Portugal,66.0
Portugal,47.0
Portugal,47.0
Portugal,47.0
Portugal,39.0
Portugal,39.0
Portugal,39.0
Portugal,66.0
Portugal,47.0
Portugal,47.0
Portugal,47.0
Portugal,39.0
Portugal,39.0
Portugal,47.0
Portugal,47.0
Portugal,47.0
Portugal,39.0
Portugal,39.0
Portugal,39.0
Portugal,65.0
International,76.0
Portugal,45.0
Portugal,66.0
Portugal,54.0
Portugal,45.0
International,42.05
International,47.0
International,52.0
Portugal,65.0
International,96.67
Portugal,76.0
Portugal,76.0
International,42.5
International,34.56
International,63.82
Portugal,66.0
Portugal,47.0
Portugal,47.0
Portugal,39.0
Portugal,39.0
Portugal,39.0
Portugal,67.0
Portugal,106.0
International,36.0
International,44.8
International,69.93
International,47.0
International,75.0
Portugal,54.0
Portugal,48.6
Portugal,48.6
International,66.0
Portugal,36.0
International,52.2
Portugal,36.0
Portugal,36.0
Portugal,36.0
Portugal,36.0
Portugal,36.0
Portugal,43.2
Portugal,45.0
International,66.0
Portugal,48.0
Portugal,45.0
Portugal,36.0
International,49.2
International,72.5
International,48.0
International,58.0
International,72.5
Portugal,39.0
International,56.0
International,77.0
International,70.2
Portugal,49.01
Portugal,48.0
Portugal,48.0
Portugal,77.4
Portugal,48.0
International,63.76
International,69.76
International,63.76
International,65.19
International,48.0
Portugal,39.0
Portugal,48.0
Portugal,39.0
International,35.1
Portugal,41.1
Portugal,48.0
Portugal,48.0
