hotel,origin,adr
Resort Hotel,Portugal,211.0
Resort Hotel,International,90.95
Resort Hotel,International,188.29
Resort Hotel,Portugal,90.95
Resort Hotel,International,187.8
Resort Hotel,Portugal,172.0
Resort Hotel,International,171.9
Resort Hotel,Portugal,200.0
Resort Hotel,Portugal,149.4
Resort Hotel,Portugal,154.0
Resort Hotel,International,148.25
Resort Hotel,Portugal,172.0
Resort Hotel,Portugal,183.0
Resort Hotel,Portugal,242.6
Resort Hotel,Portugal,172.0
Resort Hotel,Portugal,168.71
Resort Hotel,Portugal,166.0
Resort Hotel,Portugal,112.0
Resort Hotel,International,172.0
Resort Hotel,Portugal,120.6
Resort Hotel,Portugal,126.0
Resort Hotel,International,268.0
Resort Hotel,Portugal,173.0
Resort Hotel,International,149.2
Resort Hotel,Portugal,217.2
Resort Hotel,Portugal,239.3
Resort Hotel,International,181.5
Resort Hotel,International,154.0
Resort Hotel,International,173.0
Resort Hotel,International,181.9
Resort Hotel,Portugal,114.0
Resort Hotel,Portugal,267.0
Resort Hotel,International,226.0
Resort Hotel,Portugal,173.0
Resort Hotel,Portugal,211.0
Resort Hotel,International,191.0
Resort Hotel,Portugal,173.0
Resort Hotel,Portugal,173.0
Resort Hotel,Portugal,277.5
Resort Hotel,Portugal,134.0
Resort Hotel,Portugal,153.0
Resort Hotel,Portugal,186.0
Resort Hotel,International,107.2
Resort Hotel,International,221.0
Resort Hotel,Portugal,202.0
Resort Hotel,Portugal,169.0
Resort Hotel,Portugal,133.5
Resort Hotel,Portugal,154.38
Resort Hotel,Portugal,154.38
Resort Hotel,Portugal,205.0
Resort Hotel,International,121.39
Resort Hotel,International,171.9
Resort Hotel,Portugal,164.0
Resort Hotel,Portugal,134.0
Resort Hotel,International,250.0
Resort Hotel,International,208.0
Resort Hotel,Portugal,181.0
Resort Hotel,Portugal,172.0
Resort Hotel,International,157.59
Resort Hotel,International,211.75
Resort Hotel,International,246.0
Resort Hotel,Portugal,108.54
Resort Hotel,Portugal,186.0
Resort Hotel,Portugal,205.0
Resort Hotel,Portugal,154.0
Resort Hotel,Portugal,200.71
Resort Hotel,Portugal,252.0
Resort Hotel,Portugal,135.2
Resort Hotel,Portugal,276.43
Resort Hotel,Portugal,228.0
Resort Hotel,Portugal,133.0
Resort Hotel,Portugal,205.0
Resort Hotel,Portugal,134.0
Resort Hotel,Portugal,119.7
Resort Hotel,International,90.95
Resort Hotel,Portugal,138.0
Resort Hotel,Portugal,134.0
Resort Hotel,Portugal,173.0
Resort Hotel,International,165.69
Resort Hotel,Portugal,195.0
Resort Hotel,Portugal,127.31
Resort Hotel,Portugal,134.0
Resort Hotel,Portugal,207.0
Resort Hotel,Portugal,211.5
Resort Hotel,International,210.33
Resort Hotel,International,211.0
Resort Hotel,International,154.0
Resort Hotel,Portugal,145.4
Resort Hotel,Portugal,101.25
Resort Hotel,International,179.38
Resort Hotel,Portugal,166.0
Resort Hotel,Portugal,202.0
Resort Hotel,Portugal,172.0
Resort Hotel,International,277.0
Resort Hotel,International,104.0
Resort Hotel,Portugal,133.0
Resort Hotel,Portugal,214.0
Resort Hotel,International,130.0
Resort Hotel,Portugal,154.0
Resort Hotel,International,106.4
Resort Hotel,Portugal,133.0
Resort Hotel,Portugal,120.0
Resort Hotel,Portugal,254.0
Resort Hotel,Portugal,192.0
Resort Hotel,International,221.0
Resort Hotel,Portugal,120.6
Resort Hotel,International,211.0
Resort Hotel,Portugal,147.6
Resort Hotel,International,129.0
Resort Hotel,Portugal,205.0
Resort Hotel,International,147.07
Resort Hotel,Portugal,107.2
Resort Hotel,Portugal,179.1
Resort Hotel,Portugal,164.65
Resort Hotel,Portugal,200.0
Resort Hotel,Portugal,134.0
Resort Hotel,Portugal,233.0
Resort Hotel,Portugal,190.0
Resort Hotel,Portugal,196.0
Resort Hotel,Portugal,185.57
Resort Hotel,Portugal,175.0
Resort Hotel,Portugal,175.0
Resort Hotel,International,169.0
Resort Hotel,Portugal,134.0
Resort Hotel,Portugal,211.0
Resort Hotel,Portugal,134.0
Resort Hotel,Portugal,120.6
Resort Hotel,Portugal,120.6
Resort Hotel,Portugal,112.5
Resort Hotel,Portugal,164.0
Resort Hotel,Portugal,120.6
Resort Hotel,International,154.0
Resort Hotel,Portugal,207.0
Resort Hotel,Portugal,214.0
Resort Hotel,Portugal,186.0
Resort Hotel,Portugal,154.0
Resort Hotel,Portugal,162.3
Resort Hotel,Portugal,186.0
Resort Hotel,Portugal,241.0
Resort Hotel,Portugal,274.93
Resort Hotel,International,156.73
Resort Hotel,Portugal,156.73
Resort Hotel,Portugal,134.0
Resort Hotel,Portugal,134.0
Resort Hotel,Portugal,211.0
Resort Hotel,Portugal,200.7
Resort Hotel,International,142.26
Resort Hotel,Portugal,196.0
Resort Hotel,International,129.41
Resort Hotel,Portugal,98.02
Resort Hotel,Portugal,120.6
Resort Hotel,Portugal,191.0
Resort Hotel,Portugal,191.0
Resort Hotel,Portugal,252.0
Resort Hotel,International,157.08
Resort Hotel,Portugal,258.33
Resort Hotel,Portugal,211.0
Resort Hotel,Portugal,211.0
Resort Hotel,Portugal,133.21
Resort Hotel,Portugal,173.5
Resort Hotel,Portugal,90.95
Resort Hotel,International,90.95
Resort Hotel,International,90.95
Resort Hotel,Portugal,134.0
Resort Hotel,Portugal,120.6
Resort Hotel,International,172.0
Resort Hotel,International,184.45
Resort Hotel,International,158.0
Resort Hotel,Portugal,184.45
Resort Hotel,Portugal,120.6
Resort Hotel,Portugal,114.14
Resort Hotel,International,168.8
Resort Hotel,Portugal,178.33
Resort Hotel,International,255.0
Resort Hotel,Portugal,178.33
Resort Hotel,International,196.0
Resort Hotel,International,87.91
Resort Hotel,Portugal,211.0
Resort Hotel,Portugal,187.2
Resort Hotel,International,154.0
Resort Hotel,Portugal,243.0
Resort Hotel,Portugal,222.2
Resort Hotel,Portugal,243.0
Resort Hotel,Portugal,178.2
Resort Hotel,Portugal,107.2
Resort Hotel,International,203.0
Resort Hotel,Portugal,173.0
Resort Hotel,Portugal,172.0
Resort Hotel,Portugal,120.6
Resort Hotel,International,172.0
Resort Hotel,International,266.4
Resort Hotel,International,236.0
Resort Hotel,Portugal,271.0
Resort Hotel,Portugal,232.0
Resort Hotel,International,223.0
Resort Hotel,Portugal,178.67
Resort Hotel,Portugal,133.0
Resort Hotel,Portugal,195.5
Resort Hotel,Portugal,167.25
Resort Hotel,Portugal,209.0
Resort Hotel,Portugal,166.0
Resort Hotel,International,195.8
Resort Hotel,Portugal,229.0
Resort Hotel,Portugal,160.0
Resort Hotel,Portugal,266.0
Resort Hotel,International,96.3
Resort Hotel,International,107.0
Resort Hotel,Portugal,262.0
Resort Hotel,Portugal,182.5
Resort Hotel,Portugal,157.0
Resort Hotel,Portugal,234.0
Resort Hotel,International,242.5
Resort Hotel,Portugal,157.0
Resort Hotel,Portugal,158.4
Resort Hotel,Portugal,208.0
Resort Hotel,Portugal,183.45
Resort Hotel,International,131.2
Resort Hotel,Portugal,133.0
Resort Hotel,Portugal,135.0
Resort Hotel,Portugal,133.0
Resort Hotel,Portugal,248.0
Resort Hotel,Portugal,209.2
Resort Hotel,International,107.0
Resort Hotel,Portugal,299.33
Resort Hotel,Portugal,156.45
Resort Hotel,Portugal,135.0
Resort Hotel,Portugal,149.0
Resort Hotel,Portugal,107.0
Resort Hotel,Portugal,135.0
Resort Hotel,Portugal,135.0
Resort Hotel,Portugal,145.75
Resort Hotel,Portugal,132.6
Resort Hotel,Portugal,200.71
Resort Hotel,Portugal,198.71
Resort Hotel,Portugal,218.0
Resort Hotel,International,101.65
Resort Hotel,Portugal,186.0
Resort Hotel,Portugal,160.0
Resort Hotel,Portugal,188.71
Resort Hotel,Portugal,107.0
Resort Hotel,Portugal,181.94
Resort Hotel,Portugal,172.0
Resort Hotel,Portugal,172.0
Resort Hotel,Portugal,185.0
Resort Hotel,Portugal,172.0
Resort Hotel,Portugal,172.0
Resort Hotel,Portugal,184.45
Resort Hotel,International,195.0
Resort Hotel,Portugal,172.0
Resort Hotel,Portugal,172.0
Resort Hotel,International,153.0
Resort Hotel,Portugal,184.45
Resort Hotel,Portugal,184.45
Resort Hotel,Portugal,185.0
Resort Hotel,Portugal,108.54
Resort Hotel,Portugal,154.0
Resort Hotel,Portugal,248.0
Resort Hotel,Portugal,150.53
Resort Hotel,Portugal,150.53
Resort Hotel,Portugal,154.0
Resort Hotel,Portugal,223.99
Resort Hotel,Portugal,154.0
Resort Hotel,Portugal,154.0
Resort Hotel,Portugal,154.0
Resort Hotel,Portugal,214.0
Resort Hotel,Portugal,96.3
Resort Hotel,Portugal,175.79
Resort Hotel,Portugal,134.0
Resort Hotel,Portugal,134.0
Resort Hotel,Portugal,183.0
Resort Hotel,Portugal,149.4
Resort Hotel,Portugal,165.11
Resort Hotel,Portugal,209.4
Resort Hotel,Portugal,134.0
Resort Hotel,Portugal,225.9
Resort Hotel,International,131.1
Resort Hotel,Portugal,134.0
Resort Hotel,Portugal,187.0
Resort Hotel,Portugal,133.0
Resort Hotel,International,101.65
Resort Hotel,Portugal,133.0
Resort Hotel,Portugal,120.0
Resort Hotel,Portugal,133.0
Resort Hotel,Portugal,133.0
Resort Hotel,Portugal,133.0
Resort Hotel,Portugal,134.0
Resort Hotel,Portugal,87.9
Resort Hotel,Portugal,202.0
Resort Hotel,Portugal,213.0
Resort Hotel,Portugal,172.55
Resort Hotel,Portugal,172.0
Resort Hotel,Portugal,172.0
Resort Hotel,Portugal,213.0
Resort Hotel,Portugal,179.0
Resort Hotel,Portugal,236.0
Resort Hotel,Portugal,229.67
Resort Hotel,International,135.2
Resort Hotel,Portugal,121.5
Resort Hotel,Portugal,96.3
Resort Hotel,Portugal,96.3
Resort Hotel,Portugal,120.6
Resort Hotel,Portugal,176.64
Resort Hotel,International,179.86
Resort Hotel,Portugal,187.0
Resort Hotel,International,134.0
Resort Hotel,International,239.5
Resort Hotel,International,153.0
Resort Hotel,International,166.0
Resort Hotel,Portugal,186.25
Resort Hotel,International,192.0
Resort Hotel,International,120.6
Resort Hotel,International,220.4
Resort Hotel,Portugal,241.0
Resort Hotel,Portugal,241.0
Resort Hotel,Portugal,211.0
Resort Hotel,Portugal,134.0
Resort Hotel,Portugal,241.0
Resort Hotel,International,8.0
Resort Hotel,Portugal,196.0
Resort Hotel,Portugal,198.0
Resort Hotel,Portugal,158.5
Resort Hotel,International,200.0
Resort Hotel,International,107.0
Resort Hotel,International,163.23
Resort Hotel,Portugal,222.07
Resort Hotel,Portugal,229.0
Resort Hotel,Portugal,133.0
Resort Hotel,International,164.0
Resort Hotel,Portugal,176.8
Resort Hotel,International,134.0
Resort Hotel,International,163.35
Resort Hotel,International,171.9
Resort Hotel,International,171.9
Resort Hotel,Portugal,213.5
Resort Hotel,Portugal,125.0
Resort Hotel,Portugal,178.33
Resort Hotel,Portugal,176.75
Resort Hotel,International,123.0
Resort Hotel,International,134.0
Resort Hotel,International,146.0
Resort Hotel,Portugal,192.0
Resort Hotel,International,183.0
Resort Hotel,Portugal,236.0
Resort Hotel,Portugal,191.0
Resort Hotel,International,178.33
Resort Hotel,International,248.0
Resort Hotel,International,188.71
Resort Hotel,Portugal,123.04
Resort Hotel,International,260.71
Resort Hotel,International,222.0
Resort Hotel,International,174.71
Resort Hotel,Portugal,118.7
Resort Hotel,International,116.85
Resort Hotel,International,129.55
Resort Hotel,Portugal,172.0
Resort Hotel,Portugal,172.0
Resort Hotel,Portugal,164.0
Resort Hotel,Portugal,179.83
Resort Hotel,Portugal,172.0
Resort Hotel,Portugal,160.43
Resort Hotel,Portugal,149.0
Resort Hotel,Portugal,134.0
Resort Hotel,Portugal,146.3
Resort Hotel,International,161.26
Resort Hotel,Portugal,195.45
Resort Hotel,Portugal,133.0
Resort Hotel,Portugal,186.25
Resort Hotel,Portugal,162.29
Resort Hotel,Portugal,221.43
Resort Hotel,Portugal,177.57
Resort Hotel,Portugal,133.0
Resort Hotel,Portugal,178.0
Resort Hotel,Portugal,146.3
Resort Hotel,Portugal,218.5
Resort Hotel,Portugal,151.89
Resort Hotel,Portugal,148.3
Resort Hotel,Portugal,96.3
Resort Hotel,Portugal,166.0
Resort Hotel,Portugal,96.3
Resort Hotel,Portugal,149.0
Resort Hotel,Portugal,151.95
Resort Hotel,Portugal,191.67
Resort Hotel,Portugal,211.0
Resort Hotel,International,149.4
Resort Hotel,International,201.0
Resort Hotel,Portugal,211.0
Resort Hotel,Portugal,259.0
Resort Hotel,Portugal,164.4
Resort Hotel,Portugal,134.0
Resort Hotel,International,134.0
Resort Hotel,Portugal,229.0
Resort Hotel,Portugal,199.0
Resort Hotel,International,112.5
Resort Hotel,Portugal,194.0
Resort Hotel,Portugal,149.4
Resort Hotel,International,155.77
Resort Hotel,Portugal,131.7
Resort Hotel,Portugal,174.71
Resort Hotel,International,101.65
Resort Hotel,Portugal,206.0
Resort Hotel,Portugal,134.0
Resort Hotel,Portugal,201.5
Resort Hotel,Portugal,134.0
Resort Hotel,Portugal,138.79
Resort Hotel,Portugal,122.0
Resort Hotel,International,113.47
Resort Hotel,Portugal,99.5
Resort Hotel,Portugal,153.0
Resort Hotel,Portugal,233.0
Resort Hotel,Portugal,153.0
Resort Hotel,Portugal,192.0
Resort Hotel,International,132.6
Resort Hotel,Portugal,171.9
Resort Hotel,Portugal,154.0
Resort Hotel,Portugal,172.0
Resort Hotel,Portugal,191.0
Resort Hotel,Portugal,148.25
Resort Hotel,International,164.0
Resort Hotel,Portugal,231.6
Resort Hotel,Portugal,261.4
Resort Hotel,Portugal,199.4
Resort Hotel,Portugal,209.6
Resort Hotel,Portugal,199.4
Resort Hotel,Portugal,150.83
Resort Hotel,Portugal,129.27
Resort Hotel,Portugal,129.27
Resort Hotel,International,133.76
Resort Hotel,Portugal,197.7
Resort Hotel,Portugal,196.0
Resort Hotel,International,164.0
Resort Hotel,Portugal,154.0
Resort Hotel,Portugal,219.33
Resort Hotel,Portugal,200.8
Resort Hotel,Portugal,130.2
Resort Hotel,Portugal,189.67
Resort Hotel,Portugal,186.13
Resort Hotel,Portugal,158.38
Resort Hotel,Portugal,166.0
Resort Hotel,Portugal,149.0
Resort Hotel,International,206.6
Resort Hotel,Portugal,120.6
Resort Hotel,Portugal,112.5
Resort Hotel,International,193.0
Resort Hotel,Portugal,96.3
Resort Hotel,Portugal,137.7
Resort Hotel,Portugal,112.0
Resort Hotel,International,116.85
Resort Hotel,Portugal,173.5
Resort Hotel,Portugal,173.5
Resort Hotel,Portugal,129.15
Resort Hotel,Portugal,192.2
Resort Hotel,Portugal,202.77
Resort Hotel,Portugal,111.27
Resort Hotel,Portugal,211.0
Resort Hotel,Portugal,153.0
Resort Hotel,Portugal,154.0
Resort Hotel,International,134.0
Resort Hotel,Portugal,157.67
Resort Hotel,Portugal,133.0
Resort Hotel,Portugal,112.34
Resort Hotel,Portugal,124.5
Resort Hotel,International,107.0
Resort Hotel,Portugal,133.0
Resort Hotel,Portugal,191.0
Resort Hotel,Portugal,172.6
Resort Hotel,International,79.5
Resort Hotel,International,120.27
Resort Hotel,Portugal,118.29
Resort Hotel,International,75.53
Resort Hotel,Portugal,8.0
Resort Hotel,Portugal,8.0
Resort Hotel,International,90.39
Resort Hotel,International,155.86
Resort Hotel,Portugal,118.29
Resort Hotel,International,115.0
Resort Hotel,Portugal,110.7
Resort Hotel,Portugal,110.7
Resort Hotel,Portugal,120.38
Resort Hotel,Portugal,195.0
Resort Hotel,Portugal,120.6
Resort Hotel,International,176.0
Resort Hotel,Portugal,120.6
Resort Hotel,Portugal,112.05
Resort Hotel,Portugal,180.55
Resort Hotel,International,179.0
Resort Hotel,International,181.0
Resort Hotel,International,122.0
Resort Hotel,Portugal,195.0
Resort Hotel,Portugal,184.0
Resort Hotel,Portugal,152.0
Resort Hotel,Portugal,127.67
Resort Hotel,Portugal,127.67
Resort Hotel,Portugal,114.13
Resort Hotel,International,113.7
Resort Hotel,Portugal,120.6
Resort Hotel,Portugal,165.0
Resort Hotel,Portugal,120.6
Resort Hotel,Portugal,164.0
Resort Hotel,International,208.0
Resort Hotel,Portugal,166.5
Resort Hotel,International,101.16
Resort Hotel,Portugal,130.6
Resort Hotel,Portugal,145.0
Resort Hotel,Portugal,158.0
Resort Hotel,International,109.83
Resort Hotel,Portugal,141.67
Resort Hotel,Portugal,175.0
Resort Hotel,International,98.63
Resort Hotel,International,166.14
Resort Hotel,International,150.71
Resort Hotel,Portugal,97.74
Resort Hotel,Portugal,189.86
Resort Hotel,International,97.5
Resort Hotel,Portugal,123.11
Resort Hotel,Portugal,104.8
Resort Hotel,Portugal,164.0
Resort Hotel,International,134.0
Resort Hotel,Portugal,146.0
Resort Hotel,International,103.18
Resort Hotel,Portugal,103.18
Resort Hotel,Portugal,164.0
Resort Hotel,Portugal,142.5
Resort Hotel,Portugal,77.5
Resort Hotel,Portugal,135.2
Resort Hotel,Portugal,149.0
Resort Hotel,Portugal,140.4
Resort Hotel,Portugal,112.0
Resort Hotel,Portugal,173.25
Resort Hotel,Portugal,121.5
Resort Hotel,Portugal,122.86
Resort Hotel,Portugal,130.9
Resort Hotel,Portugal,146.0
Resort Hotel,Portugal,154.0
Resort Hotel,Portugal,103.5
Resort Hotel,Portugal,103.5
Resort Hotel,Portugal,129.33
Resort Hotel,International,115.2
Resort Hotel,International,71.72
Resort Hotel,International,106.8
Resort Hotel,International,71.69
Resort Hotel,International,136.2
Resort Hotel,International,112.33
Resort Hotel,International,112.33
Resort Hotel,Portugal,157.67
Resort Hotel,Portugal,165.0
Resort Hotel,Portugal,113.43
Resort Hotel,Portugal,161.29
Resort Hotel,Portugal,167.86
Resort Hotel,International,103.07
Resort Hotel,Portugal,161.29
Resort Hotel,Portugal,96.3
Resort Hotel,International,92.86
Resort Hotel,Portugal,128.0
Resort Hotel,International,115.2
Resort Hotel,International,80.55
Resort Hotel,International,120.33
Resort Hotel,International,126.67
Resort Hotel,Portugal,130.33
Resort Hotel,International,75.46
Resort Hotel,Portugal,96.33
Resort Hotel,Portugal,117.83
Resort Hotel,International,120.33
Resort Hotel,International,98.0
Resort Hotel,Portugal,155.5
Resort Hotel,Portugal,122.6
Resort Hotel,Portugal,105.5
Resort Hotel,Portugal,101.44
Resort Hotel,Portugal,160.0
Resort Hotel,Portugal,120.5
Resort Hotel,International,126.29
Resort Hotel,International,87.75
Resort Hotel,International,113.55
Resort Hotel,Portugal,123.0
Resort Hotel,Portugal,98.0
Resort Hotel,Portugal,151.0
Resort Hotel,International,134.67
Resort Hotel,Portugal,153.0
Resort Hotel,Portugal,137.67
Resort Hotel,Portugal,111.0
Resort Hotel,Portugal,123.0
Resort Hotel,Portugal,119.0
Resort Hotel,Portugal,155.0
Resort Hotel,Portugal,109.0
Resort Hotel,Portugal,158.0
Resort Hotel,Portugal,128.0
Resort Hotel,Portugal,113.0
Resort Hotel,Portugal,113.0
Resort Hotel,Portugal,93.12
Resort Hotel,Portugal,128.0
Resort Hotel,Portugal,93.12
Resort Hotel,Portugal,110.7
Resort Hotel,International,101.03
Resort Hotel,Portugal,120.71
Resort Hotel,International,82.72
Resort Hotel,Portugal,131.0
Resort Hotel,Portugal,120.71
Resort Hotel,International,110.71
Resort Hotel,Portugal,136.0
Resort Hotel,International,186.0
Resort Hotel,International,114.19
Resort Hotel,Portugal,186.0
Resort Hotel,Portugal,86.95
Resort Hotel,International,113.0
Resort Hotel,International,82.88
Resort Hotel,Portugal,134.0
Resort Hotel,Portugal,155.0
Resort Hotel,Portugal,146.0
Resort Hotel,Portugal,155.0
Resort Hotel,International,154.25
Resort Hotel,International,71.69
Resort Hotel,International,71.69
Resort Hotel,Portugal,150.71
Resort Hotel,International,57.0
Resort Hotel,Portugal,153.0
Resort Hotel,Portugal,153.0
Resort Hotel,International,131.4
Resort Hotel,Portugal,90.4
Resort Hotel,International,88.2
Resort Hotel,International,88.2
Resort Hotel,International,65.5
Resort Hotel,International,88.2
Resort Hotel,Portugal,211.0
Resort Hotel,International,80.0
Resort Hotel,International,88.2
Resort Hotel,Portugal,88.2
Resort Hotel,International,88.2
Resort Hotel,Portugal,109.5
Resort Hotel,Portugal,144.9
Resort Hotel,International,79.5
Resort Hotel,Portugal,124.5
Resort Hotel,International,123.0
Resort Hotel,Portugal,113.0
Resort Hotel,International,123.0
