hotel,tipo,adr
Resort Hotel,rest,187.8
Resort Hotel,work,172.0
Resort Hotel,work,171.9
Resort Hotel,work,200.0
Resort Hotel,work,149.4
Resort Hotel,work,154.0
Resort Hotel,work,148.25
Resort Hotel,work,172.0
Resort Hotel,work+rest,183.0
Resort Hotel,work+rest,242.6
Resort Hotel,work,172.0
Resort Hotel,work+rest,168.71
Resort Hotel,rest,166.0
Resort Hotel,work,112.0
Resort Hotel,work,172.0
Resort Hotel,work,120.6
Resort Hotel,work,126.0
Resort Hotel,work,268.0
Resort Hotel,work+rest,173.0
Resort Hotel,work+rest,149.2
Resort Hotel,work+rest,217.2
Resort Hotel,work+rest,239.3
Resort Hotel,work+rest,181.5
Resort Hotel,rest,154.0
Resort Hotel,rest,173.0
Resort Hotel,rest,181.9
Resort Hotel,work,114.0
Resort Hotel,work,267.0
Resort Hotel,work,226.0
Resort Hotel,work,173.0
Resort Hotel,work,211.0
Resort Hotel,work,191.0
Resort Hotel,work+rest,173.0
Resort Hotel,work+rest,173.0
Resort Hotel,work+rest,277.5
Resort Hotel,work+rest,134.0
Resort Hotel,work+rest,153.0
Resort Hotel,work+rest,186.0
Resort Hotel,work+rest,107.2
Resort Hotel,work+rest,221.0
Resort Hotel,work+rest,202.0
Resort Hotel,work+rest,169.0
Resort Hotel,work+rest,133.5
Resort Hotel,work+rest,154.38
Resort Hotel,work+rest,154.38
Resort Hotel,work+rest,205.0
Resort Hotel,rest,121.39
Resort Hotel,work,171.9
Resort Hotel,work,164.0
Resort Hotel,work+rest,134.0
Resort Hotel,work+rest,250.0
Resort Hotel,work+rest,208.0
Resort Hotel,work+rest,181.0
Resort Hotel,work+rest,172.0
Resort Hotel,work+rest,157.59
Resort Hotel,work+rest,211.75
Resort Hotel,work+rest,246.0
Resort Hotel,work+rest,108.54
Resort Hotel,work+rest,186.0
Resort Hotel,work+rest,205.0
Resort Hotel,work+rest,154.0
Resort Hotel,work+rest,200.71
Resort Hotel,work+rest,252.0
Resort Hotel,work+rest,135.2
Resort Hotel,work+rest,276.43
Resort Hotel,work+rest,228.0
Resort Hotel,work+rest,133.0
Resort Hotel,work+rest,205.0
Resort Hotel,work+rest,134.0
Resort Hotel,work+rest,119.7
Resort Hotel,work+rest,90.95
Resort Hotel,work+rest,138.0
Resort Hotel,work+rest,134.0
Resort Hotel,rest,173.0
Resort Hotel,rest,165.69
Resort Hotel,weekend,195.0
Resort Hotel,weekend,127.31
Resort Hotel,weekend,134.0
Resort Hotel,weekend,207.0
Resort Hotel,weekend,211.5
Resort Hotel,work+rest,210.33
Resort Hotel,work+rest,211.0
Resort Hotel,work+rest,154.0
Resort Hotel,work+rest,145.4
Resort Hotel,work+rest,101.25
Resort Hotel,work+rest,179.38
Resort Hotel,work+rest,166.0
Resort Hotel,work+rest,202.0
Resort Hotel,work+rest,172.0
Resort Hotel,work+rest,277.0
Resort Hotel,work+rest,104.0
Resort Hotel,work+rest,133.0
Resort Hotel,work+rest,214.0
Resort Hotel,work+rest,130.0
Resort Hotel,work+rest,154.0
Resort Hotel,work+rest,106.4
Resort Hotel,rest,133.0
Resort Hotel,rest,120.0
Resort Hotel,work+rest,254.0
Resort Hotel,work+rest,192.0
Resort Hotel,work+rest,221.0
Resort Hotel,work+rest,120.6
Resort Hotel,work+rest,211.0
Resort Hotel,work+rest,147.6
Resort Hotel,work+rest,129.0
Resort Hotel,work+rest,205.0
Resort Hotel,work+rest,147.07
Resort Hotel,work+rest,107.2
Resort Hotel,work+rest,179.1
Resort Hotel,work+rest,164.65
Resort Hotel,work+rest,200.0
Resort Hotel,work+rest,134.0
Resort Hotel,work+rest,233.0
Resort Hotel,work+rest,190.0
Resort Hotel,work+rest,196.0
Resort Hotel,work+rest,185.57
Resort Hotel,package,175.0
Resort Hotel,package,175.0
Resort Hotel,rest,169.0
Resort Hotel,work,134.0
Resort Hotel,work,211.0
Resort Hotel,work,134.0
Resort Hotel,work,120.6
Resort Hotel,work,120.6
Resort Hotel,work,112.5
Resort Hotel,work,164.0
Resort Hotel,work,120.6
Resort Hotel,work,154.0
Resort Hotel,work,207.0
Resort Hotel,work,214.0
Resort Hotel,work,186.0
Resort Hotel,work,154.0
Resort Hotel,work,162.3
Resort Hotel,work,186.0
Resort Hotel,work+rest,241.0
Resort Hotel,work+rest,274.93
Resort Hotel,work+rest,156.73
Resort Hotel,work+rest,156.73
Resort Hotel,work,134.0
Resort Hotel,work,134.0
Resort Hotel,work+rest,211.0
Resort Hotel,rest,200.7
Resort Hotel,rest,142.26
Resort Hotel,rest,196.0
Resort Hotel,rest,129.41
Resort Hotel,work+rest,98.02
Resort Hotel,work+rest,120.6
Resort Hotel,work,191.0
Resort Hotel,work,191.0
Resort Hotel,work,252.0
Resort Hotel,work,157.08
Resort Hotel,work,258.33
Resort Hotel,work,211.0
Resort Hotel,work,211.0
Resort Hotel,work+rest,133.21
Resort Hotel,rest,173.5
Resort Hotel,rest,90.95
Resort Hotel,rest,90.95
Resort Hotel,rest,90.95
Resort Hotel,work+rest,134.0
Resort Hotel,rest,120.6
Resort Hotel,work,172.0
Resort Hotel,work,184.45
Resort Hotel,work,158.0
Resort Hotel,work,184.45
Resort Hotel,work,120.6
Resort Hotel,work,114.14
Resort Hotel,work,168.8
Resort Hotel,work,178.33
Resort Hotel,work,255.0
Resort Hotel,work,178.33
Resort Hotel,work+rest,196.0
Resort Hotel,work+rest,87.91
Resort Hotel,work+rest,211.0
Resort Hotel,work+rest,187.2
Resort Hotel,work+rest,154.0
Resort Hotel,work+rest,243.0
Resort Hotel,work+rest,222.2
Resort Hotel,work+rest,243.0
Resort Hotel,work+rest,178.2
Resort Hotel,work+rest,107.2
Resort Hotel,work,203.0
Resort Hotel,work,173.0
Resort Hotel,work,172.0
Resort Hotel,work,120.6
Resort Hotel,work,172.0
Resort Hotel,work,266.4
Resort Hotel,work,236.0
Resort Hotel,work,271.0
Resort Hotel,work,232.0
Resort Hotel,work,223.0
Resort Hotel,work+rest,178.67
Resort Hotel,work+rest,133.0
Resort Hotel,work+rest,195.5
Resort Hotel,work+rest,167.25
Resort Hotel,work+rest,209.0
Resort Hotel,work+rest,166.0
Resort Hotel,work+rest,195.8
Resort Hotel,work+rest,229.0
Resort Hotel,work+rest,160.0
Resort Hotel,work+rest,266.0
Resort Hotel,work+rest,96.3
Resort Hotel,work+rest,107.0
Resort Hotel,work+rest,262.0
Resort Hotel,work+rest,182.5
Resort Hotel,work+rest,157.0
Resort Hotel,work+rest,234.0
Resort Hotel,work+rest,242.5
Resort Hotel,work+rest,157.0
Resort Hotel,work+rest,158.4
Resort Hotel,work+rest,208.0
Resort Hotel,work+rest,183.45
Resort Hotel,work+rest,131.2
Resort Hotel,work+rest,133.0
Resort Hotel,work+rest,135.0
Resort Hotel,work+rest,133.0
Resort Hotel,work+rest,248.0
Resort Hotel,work+rest,209.2
Resort Hotel,work+rest,107.0
Resort Hotel,work+rest,299.33
Resort Hotel,work+rest,156.45
Resort Hotel,work+rest,135.0
Resort Hotel,work+rest,149.0
Resort Hotel,work+rest,107.0
Resort Hotel,work+rest,135.0
Resort Hotel,work+rest,135.0
Resort Hotel,work+rest,145.75
Resort Hotel,work+rest,132.6
Resort Hotel,work+rest,200.71
Resort Hotel,work+rest,198.71
Resort Hotel,work+rest,218.0
Resort Hotel,work+rest,101.65
Resort Hotel,rest,186.0
Resort Hotel,rest,160.0
Resort Hotel,work+rest,188.71
Resort Hotel,rest,107.0
Resort Hotel,rest,181.94
Resort Hotel,weekend,172.0
Resort Hotel,weekend,172.0
Resort Hotel,weekend,185.0
Resort Hotel,weekend,172.0
Resort Hotel,weekend,172.0
Resort Hotel,weekend,184.45
Resort Hotel,weekend,195.0
Resort Hotel,weekend,172.0
Resort Hotel,weekend,172.0
Resort Hotel,weekend,153.0
Resort Hotel,weekend,184.45
Resort Hotel,weekend,184.45
Resort Hotel,weekend,185.0
Resort Hotel,weekend,108.54
Resort Hotel,work+rest,154.0
Resort Hotel,work+rest,248.0
Resort Hotel,work+rest,150.53
Resort Hotel,work+rest,150.53
Resort Hotel,work+rest,154.0
Resort Hotel,work+rest,223.99
Resort Hotel,work+rest,154.0
Resort Hotel,work+rest,154.0
Resort Hotel,package,154.0
Resort Hotel,package,214.0
Resort Hotel,rest,96.3
Resort Hotel,rest,175.79
Resort Hotel,rest,134.0
Resort Hotel,work+rest,134.0
Resort Hotel,work+rest,183.0
Resort Hotel,work+rest,149.4
Resort Hotel,work+rest,165.11
Resort Hotel,work+rest,209.4
Resort Hotel,work+rest,134.0
Resort Hotel,work+rest,225.9
Resort Hotel,work+rest,131.1
Resort Hotel,work+rest,134.0
Resort Hotel,work+rest,187.0
Resort Hotel,work+rest,133.0
Resort Hotel,work+rest,101.65
Resort Hotel,work+rest,133.0
Resort Hotel,work+rest,120.0
Resort Hotel,work+rest,133.0
Resort Hotel,work+rest,133.0
Resort Hotel,work+rest,133.0
Resort Hotel,package,134.0
Resort Hotel,rest,87.9
Resort Hotel,work,202.0
Resort Hotel,work,213.0
Resort Hotel,work,172.55
Resort Hotel,work,172.0
Resort Hotel,work,172.0
Resort Hotel,work,213.0
Resort Hotel,work,179.0
Resort Hotel,work,236.0
Resort Hotel,work+rest,229.67
Resort Hotel,work+rest,135.2
Resort Hotel,work+rest,121.5
Resort Hotel,work+rest,96.3
Resort Hotel,work+rest,96.3
Resort Hotel,work,120.6
Resort Hotel,work+rest,176.64
Resort Hotel,work+rest,179.86
Resort Hotel,work+rest,187.0
Resort Hotel,rest,134.0
Resort Hotel,rest,239.5
Resort Hotel,work,153.0
Resort Hotel,work,166.0
Resort Hotel,work,186.25
Resort Hotel,work,192.0
Resort Hotel,work+rest,120.6
Resort Hotel,work+rest,220.4
Resort Hotel,work+rest,241.0
Resort Hotel,work+rest,241.0
Resort Hotel,work,211.0
Resort Hotel,work+rest,134.0
Resort Hotel,work+rest,241.0
Resort Hotel,rest,8.0
Resort Hotel,rest,196.0
Resort Hotel,rest,198.0
Resort Hotel,work,158.5
Resort Hotel,work,200.0
Resort Hotel,work,107.0
Resort Hotel,work+rest,163.23
Resort Hotel,work+rest,222.07
Resort Hotel,work+rest,229.0
Resort Hotel,work+rest,133.0
Resort Hotel,rest,164.0
Resort Hotel,work+rest,176.8
Resort Hotel,work,134.0
Resort Hotel,work,163.35
Resort Hotel,work,171.9
Resort Hotel,work,171.9
Resort Hotel,work,213.5
Resort Hotel,work+rest,125.0
Resort Hotel,work+rest,178.33
Resort Hotel,work+rest,176.75
Resort Hotel,work+rest,123.0
Resort Hotel,work+rest,134.0
Resort Hotel,work+rest,146.0
Resort Hotel,work+rest,192.0
Resort Hotel,work+rest,183.0
Resort Hotel,work+rest,236.0
Resort Hotel,work+rest,191.0
Resort Hotel,work+rest,178.33
Resort Hotel,work+rest,248.0
Resort Hotel,work+rest,188.71
Resort Hotel,work+rest,123.04
Resort Hotel,work+rest,260.71
Resort Hotel,work+rest,222.0
Resort Hotel,work+rest,174.71
Resort Hotel,rest,118.7
Resort Hotel,rest,116.85
Resort Hotel,rest,129.55
Resort Hotel,work,172.0
Resort Hotel,work,172.0
Resort Hotel,work,164.0
Resort Hotel,work+rest,179.83
Resort Hotel,work+rest,172.0
Resort Hotel,work+rest,160.43
Resort Hotel,work+rest,149.0
Resort Hotel,work+rest,134.0
Resort Hotel,work+rest,146.3
Resort Hotel,work+rest,161.26
Resort Hotel,work+rest,195.45
Resort Hotel,work+rest,133.0
Resort Hotel,work+rest,186.25
Resort Hotel,work+rest,162.29
Resort Hotel,work+rest,221.43
Resort Hotel,work+rest,177.57
Resort Hotel,work+rest,133.0
Resort Hotel,work+rest,178.0
Resort Hotel,work+rest,146.3
Resort Hotel,rest,218.5
Resort Hotel,rest,151.89
Resort Hotel,rest,148.3
Resort Hotel,work+rest,96.3
Resort Hotel,work+rest,166.0
Resort Hotel,work+rest,96.3
Resort Hotel,work+rest,149.0
Resort Hotel,work+rest,151.95
Resort Hotel,work+rest,191.67
Resort Hotel,work+rest,211.0
Resort Hotel,work+rest,149.4
Resort Hotel,work+rest,201.0
Resort Hotel,work+rest,211.0
Resort Hotel,work+rest,259.0
Resort Hotel,work+rest,164.4
Resort Hotel,work+rest,134.0
Resort Hotel,work+rest,134.0
Resort Hotel,work+rest,229.0
Resort Hotel,work+rest,199.0
Resort Hotel,work+rest,112.5
Resort Hotel,work+rest,194.0
Resort Hotel,work+rest,149.4
Resort Hotel,work+rest,155.77
Resort Hotel,work+rest,131.7
Resort Hotel,work+rest,174.71
Resort Hotel,work+rest,101.65
Resort Hotel,work+rest,206.0
Resort Hotel,work+rest,134.0
Resort Hotel,work+rest,201.5
Resort Hotel,work+rest,134.0
Resort Hotel,rest,138.79
Resort Hotel,rest,122.0
Resort Hotel,rest,113.47
Resort Hotel,weekend,99.5
Resort Hotel,weekend,153.0
Resort Hotel,weekend,233.0
Resort Hotel,weekend,153.0
Resort Hotel,work+rest,192.0
Resort Hotel,work+rest,132.6
Resort Hotel,work+rest,171.9
Resort Hotel,work+rest,154.0
Resort Hotel,work+rest,172.0
Resort Hotel,work+rest,191.0
Resort Hotel,work+rest,148.25
Resort Hotel,work+rest,164.0
Resort Hotel,work+rest,231.6
Resort Hotel,work+rest,261.4
Resort Hotel,work+rest,199.4
Resort Hotel,work+rest,209.6
Resort Hotel,work+rest,199.4
Resort Hotel,work+rest,150.83
Resort Hotel,rest,129.27
Resort Hotel,rest,129.27
Resort Hotel,rest,133.76
Resort Hotel,work+rest,197.7
Resort Hotel,work+rest,196.0
Resort Hotel,work,164.0
Resort Hotel,work,154.0
Resort Hotel,work,219.33
Resort Hotel,work,200.8
Resort Hotel,work,130.2
Resort Hotel,work+rest,189.67
Resort Hotel,rest,186.13
Resort Hotel,rest,158.38
Resort Hotel,rest,166.0
Resort Hotel,rest,149.0
Resort Hotel,rest,206.6
Resort Hotel,work,120.6
Resort Hotel,work,112.5
Resort Hotel,work,193.0
Resort Hotel,work,96.3
Resort Hotel,work,137.7
Resort Hotel,work,112.0
Resort Hotel,work,116.85
Resort Hotel,work,173.5
Resort Hotel,work,173.5
Resort Hotel,work,129.15
Resort Hotel,work+rest,192.2
Resort Hotel,rest,202.77
Resort Hotel,rest,111.27
Resort Hotel,work,211.0
Resort Hotel,work,153.0
Resort Hotel,work,154.0
Resort Hotel,work,134.0
Resort Hotel,work,157.67
Resort Hotel,work+rest,133.0
Resort Hotel,work+rest,112.34
Resort Hotel,work+rest,124.5
Resort Hotel,work+rest,107.0
Resort Hotel,work+rest,133.0
Resort Hotel,work+rest,191.0
Resort Hotel,work+rest,172.6
Resort Hotel,work+rest,79.5
Resort Hotel,work+rest,120.27
Resort Hotel,work+rest,118.29
Resort Hotel,work+rest,75.53
Resort Hotel,work+rest,8.0
Resort Hotel,work+rest,8.0
Resort Hotel,work+rest,90.39
Resort Hotel,work+rest,155.86
Resort Hotel,work+rest,118.29
Resort Hotel,work,115.0
Resort Hotel,work,110.7
Resort Hotel,work,110.7
Resort Hotel,work,120.38
Resort Hotel,work,195.0
Resort Hotel,work,120.6
Resort Hotel,work,176.0
Resort Hotel,work,120.6
Resort Hotel,work,112.05
Resort Hotel,work,180.55
Resort Hotel,work,179.0
Resort Hotel,work,181.0
Resort Hotel,work+rest,122.0
Resort Hotel,work+rest,195.0
Resort Hotel,work+rest,184.0
Resort Hotel,work+rest,152.0
Resort Hotel,work+rest,127.67
Resort Hotel,work+rest,127.67
Resort Hotel,work+rest,114.13
Resort Hotel,work+rest,113.7
Resort Hotel,work+rest,120.6
Resort Hotel,work,165.0
Resort Hotel,work,120.6
Resort Hotel,work,164.0
Resort Hotel,work+rest,208.0
Resort Hotel,work+rest,166.5
Resort Hotel,work+rest,101.16
Resort Hotel,work+rest,130.6
Resort Hotel,work+rest,145.0
Resort Hotel,work+rest,158.0
Resort Hotel,work+rest,109.83
Resort Hotel,work+rest,141.67
Resort Hotel,work+rest,175.0
Resort Hotel,work+rest,98.63
Resort Hotel,work+rest,166.14
Resort Hotel,work+rest,150.71
Resort Hotel,work+rest,97.74
Resort Hotel,work+rest,189.86
Resort Hotel,work+rest,97.5
Resort Hotel,rest,123.11
Resort Hotel,work+rest,104.8
Resort Hotel,work+rest,164.0
Resort Hotel,work+rest,134.0
Resort Hotel,work+rest,146.0
Resort Hotel,work+rest,103.18
Resort Hotel,work+rest,103.18
Resort Hotel,work,164.0
Resort Hotel,work+rest,142.5
Resort Hotel,work+rest,77.5
Resort Hotel,work+rest,135.2
Resort Hotel,work+rest,149.0
Resort Hotel,work+rest,140.4
Resort Hotel,work+rest,112.0
Resort Hotel,work+rest,173.25
Resort Hotel,work+rest,121.5
Resort Hotel,work+rest,122.86
Resort Hotel,rest,130.9
Resort Hotel,work+rest,146.0
Resort Hotel,weekend,154.0
Resort Hotel,weekend,103.5
Resort Hotel,weekend,103.5
Resort Hotel,work+rest,129.33
Resort Hotel,work+rest,115.2
Resort Hotel,work+rest,71.72
Resort Hotel,work+rest,106.8
Resort Hotel,work+rest,71.69
Resort Hotel,work+rest,136.2
Resort Hotel,work+rest,112.33
Resort Hotel,work+rest,112.33
Resort Hotel,work+rest,157.67
Resort Hotel,work+rest,165.0
Resort Hotel,work+rest,113.43
Resort Hotel,work+rest,161.29
Resort Hotel,work+rest,167.86
Resort Hotel,work+rest,103.07
Resort Hotel,work+rest,161.29
Resort Hotel,rest,96.3
Resort Hotel,weekend,92.86
Resort Hotel,work+rest,128.0
Resort Hotel,work+rest,115.2
Resort Hotel,work+rest,80.55
Resort Hotel,work+rest,120.33
Resort Hotel,work+rest,126.67
Resort Hotel,work+rest,130.33
Resort Hotel,work+rest,75.46
Resort Hotel,work+rest,96.33
Resort Hotel,work+rest,117.83
Resort Hotel,work+rest,120.33
Resort Hotel,work+rest,98.0
Resort Hotel,work+rest,155.5
Resort Hotel,work+rest,122.6
Resort Hotel,work+rest,105.5
Resort Hotel,work+rest,101.44
Resort Hotel,work+rest,160.0
Resort Hotel,work+rest,120.5
Resort Hotel,work+rest,126.29
Resort Hotel,rest,87.75
Resort Hotel,rest,113.55
Resort Hotel,work,123.0
Resort Hotel,work,98.0
Resort Hotel,work,151.0
Resort Hotel,work,134.67
Resort Hotel,work,153.0
Resort Hotel,work,137.67
Resort Hotel,work,111.0
Resort Hotel,work,123.0
Resort Hotel,work,119.0
Resort Hotel,work,155.0
Resort Hotel,work,109.0
Resort Hotel,work,158.0
Resort Hotel,work,128.0
Resort Hotel,work,113.0
Resort Hotel,work,113.0
Resort Hotel,work,93.12
Resort Hotel,work,128.0
Resort Hotel,work,93.12
Resort Hotel,work+rest,110.7
Resort Hotel,work+rest,101.03
Resort Hotel,work+rest,120.71
Resort Hotel,work+rest,82.72
Resort Hotel,work+rest,131.0
Resort Hotel,work+rest,120.71
Resort Hotel,work+rest,110.71
Resort Hotel,rest,136.0
Resort Hotel,rest,186.0
Resort Hotel,rest,114.19
Resort Hotel,rest,186.0
Resort Hotel,rest,86.95
Resort Hotel,rest,113.0
Resort Hotel,rest,82.88
Resort Hotel,work,134.0
Resort Hotel,work,155.0
Resort Hotel,work,146.0
Resort Hotel,work,155.0
Resort Hotel,work,154.25
Resort Hotel,work+rest,71.69
Resort Hotel,work+rest,71.69
Resort Hotel,work+rest,150.71
Resort Hotel,work+rest,57.0
Resort Hotel,work+rest,153.0
Resort Hotel,rest,153.0
Resort Hotel,work,131.4
Resort Hotel,work,90.4
Resort Hotel,work,88.2
Resort Hotel,work,88.2
Resort Hotel,work,65.5
Resort Hotel,work,88.2
Resort Hotel,work,211.0
Resort Hotel,work,80.0
Resort Hotel,work,88.2
Resort Hotel,work,88.2
Resort Hotel,work,88.2
Resort Hotel,work+rest,109.5
Resort Hotel,work+rest,144.9
Resort Hotel,work+rest,79.5
Resort Hotel,work+rest,124.5
Resort Hotel,work+rest,123.0
Resort Hotel,rest,113.0
Resort Hotel,rest,123.0
Resort Hotel,rest,166.0
Resort Hotel,rest,79.5
Resort Hotel,rest,79.5
Resort Hotel,work+rest,79.5
Resort Hotel,work+rest,91.46
Resort Hotel,rest,153.0
Resort Hotel,rest,62.48
Resort Hotel,work,124.1
Resort Hotel,work,117.9
Resort Hotel,work,143.0
Resort Hotel,work,131.0
Resort Hotel,work,128.0
Resort Hotel,work,167.0
Resort Hotel,work,153.0
Resort Hotel,work,172.0
Resort Hotel,work,123.0
Resort Hotel,work,146.0
Resort Hotel,work+rest,79.5
Resort Hotel,work+rest,116.8
Resort Hotel,work+rest,155.0
Resort Hotel,work+rest,79.5
Resort Hotel,work+rest,135.0
Resort Hotel,work+rest,116.8
Resort Hotel,work+rest,176.0
Resort Hotel,work+rest,151.25
Resort Hotel,work+rest,168.0
Resort Hotel,work+rest,123.0
Resort Hotel,rest,151.88
Resort Hotel,rest,153.0
Resort Hotel,rest,104.8
Resort Hotel,rest,183.0
Resort Hotel,work+rest,120.0
Resort Hotel,work+rest,97.5
Resort Hotel,work,143.5
Resort Hotel,work+rest,163.0
Resort Hotel,work+rest,123.0
Resort Hotel,work+rest,171.0
Resort Hotel,work+rest,171.0
Resort Hotel,work+rest,143.0
Resort Hotel,work+rest,156.0
Resort Hotel,work+rest,139.5
Resort Hotel,work+rest,113.0
Resort Hotel,work+rest,154.14
Resort Hotel,work+rest,98.0
Resort Hotel,work+rest,113.0
Resort Hotel,work+rest,107.5
Resort Hotel,work+rest,124.8
Resort Hotel,work+rest,153.0
Resort Hotel,work+rest,131.0
Resort Hotel,work+rest,111.5
Resort Hotel,work+rest,98.0
Resort Hotel,work+rest,123.0
Resort Hotel,rest,153.0
Resort Hotel,rest,123.0
Resort Hotel,rest,197.0
Resort Hotel,rest,97.5
Resort Hotel,rest,97.5
Resort Hotel,rest,87.75
Resort Hotel,rest,83.7
Resort Hotel,rest,91.77
Resort Hotel,weekend,128.0
Resort Hotel,weekend,98.0
Resort Hotel,work+rest,71.69
Resort Hotel,work+rest,114.5
Resort Hotel,weekend,149.0
Resort Hotel,weekend,123.0
Resort Hotel,work+rest,117.8
Resort Hotel,work+rest,98.0
Resort Hotel,work+rest,198.0
Resort Hotel,work+rest,124.8
Resort Hotel,work+rest,98.0
Resort Hotel,work+rest,89.0
Resort Hotel,work+rest,128.0
Resort Hotel,work+rest,146.0
Resort Hotel,work+rest,131.0
Resort Hotel,work+rest,98.0
Resort Hotel,work+rest,161.0
Resort Hotel,work+rest,79.5
Resort Hotel,work+rest,126.29
Resort Hotel,work+rest,105.5
Resort Hotel,work+rest,208.14
Resort Hotel,work+rest,103.85
Resort Hotel,work+rest,79.5
Resort Hotel,work+rest,113.0
Resort Hotel,work+rest,163.0
Resort Hotel,work+rest,107.5
Resort Hotel,work+rest,97.5
Resort Hotel,package,113.0
Resort Hotel,rest,66.15
Resort Hotel,work+rest,99.8
Resort Hotel,rest,111.96
Resort Hotel,rest,139.18
Resort Hotel,rest,83.15
Resort Hotel,work+rest,77.6
Resort Hotel,work+rest,144.9
Resort Hotel,work+rest,161.0
Resort Hotel,work+rest,131.0
Resort Hotel,work+rest,131.0
Resort Hotel,work+rest,188.0
Resort Hotel,work+rest,64.29
Resort Hotel,work+rest,98.0
Resort Hotel,work+rest,123.0
Resort Hotel,work+rest,117.29
Resort Hotel,work+rest,98.0
Resort Hotel,rest,75.96
Resort Hotel,rest,83.5
Resort Hotel,work,131.0
Resort Hotel,work,84.47
Resort Hotel,work,84.47
Resort Hotel,work,84.47
Resort Hotel,work,156.0
Resort Hotel,work,98.0
Resort Hotel,work,117.9
Resort Hotel,work,98.0
Resort Hotel,work+rest,101.53
Resort Hotel,work+rest,97.54
Resort Hotel,work+rest,91.5
Resort Hotel,rest,113.0
Resort Hotel,rest,58.95
Resort Hotel,work+rest,133.0
Resort Hotel,rest,76.5
Resort Hotel,work,146.0
Resort Hotel,work,146.0
Resort Hotel,work,80.0
Resort Hotel,work,68.5
Resort Hotel,work,146.0
Resort Hotel,work,124.8
Resort Hotel,work,131.0
Resort Hotel,work,146.0
Resort Hotel,work,134.0
Resort Hotel,work,86.69
Resort Hotel,work+rest,124.4
Resort Hotel,work+rest,65.7
Resort Hotel,work+rest,77.7
Resort Hotel,work+rest,59.0
Resort Hotel,work+rest,76.5
Resort Hotel,rest,82.0
Resort Hotel,rest,92.67
Resort Hotel,rest,82.0
Resort Hotel,work+rest,115.4
Resort Hotel,work+rest,158.4
Resort Hotel,work,108.0
Resort Hotel,work+rest,87.05
Resort Hotel,work+rest,70.98
Resort Hotel,work+rest,119.7
Resort Hotel,work+rest,73.8
Resort Hotel,work+rest,87.05
Resort Hotel,work+rest,87.05
Resort Hotel,work+rest,82.44
Resort Hotel,work+rest,153.0
Resort Hotel,work+rest,57.54
Resort Hotel,work+rest,120.43
Resort Hotel,work,131.0
